text,label
那色調怪到我懷疑是不是濾鏡壞掉。,0
選角一出場我就出戲，完全不搭。,0
邵雨薇真的太不像這個角色了，怎麼看都不順眼。,0
我不是黑她，但這次真的不行。,0
整部片感覺導演很有想法，但執行好像忘了。,0
劇情很狂，但拍得很悶。,0
那光線打得像MV，結果情緒全被洗掉。,0
人物互動超僵，對話像AI寫的。,0
節奏有點崩，每次快要緊張就硬卡。,0
世界觀有趣，但細節太亂。,0
看完只想說：「差一點就神作了。」,0
導演好像用力過猛，結果摔出戲外。,0
配樂還不錯，但放太滿，整個人耳朵疲勞。,0
攝影角度挺漂亮，可惜沒靈魂。,0
演員像在拍不同部電影，毫無默契。,0
劇情是A級，執行是C級。,0
整體看下來就是「可惜」兩個字。,0
我懂他想營造氛圍，但氛圍把劇情吃掉了。,0
感覺導演拍給自己看，不是拍給觀眾。,0
選角真的是最大敗筆，看了整場都怪。,0
每個角色都像臨演在背台詞。,0
我想給劇情掌聲，但其他部分真的不行。,0
特效跟色調像兩個沒見過面的組別合作。,0
對話太多廢話，情感卻不夠。,0
我不是要酸，但這部真的難看得有創意。,0
唯一的優點是我撐到最後，代表耐心不錯。,0
我看完覺得自己比角色還疲憊。,0
不管啦，觀眾最大，難看我就要說出來。,0
看完《角頭鬥陣欸》我整個人滿頭問號😮‍💨,0
真的有點小失望，不是那種會想二刷的片。,0
我昨天上映第一天就衝，現在只想衝去退票😭,0
劇情沒問題，就是整體節奏很散。,0
我幫男友科普到一半，自己都懷疑人生線亂掉。,0
有種「熟悉的角色，陌生的靈魂」感。,0
感覺導演想拍熱血又想拍感情，結果兩邊都卡。,0
笑點沒笑出來，哭點也哭不下去。,0
我是真的每集都看過，但這次不太行。,0
可能是期望太高，結果反而落差更大。,0
畫面很用力，但故事軟趴趴。,0
演員都演得不錯，就是劇情拖。,0
有幾段真的不知道在幹嘛。,0
想熱血，卻變成熱氣球一路飄走。,0
整部片的靈魂好像忘了登入。,0
看完只剩「嗯……好像就這樣」。,0
我覺得剪接師應該邊剪邊流汗。,0
台詞太多廢話，想快轉。,0
明明可以更帥氣，結果拍得有點尷尬。,0
感覺拍給老粉看，新觀眾會懷疑人生。,0
昨天搶首映真的不值得，應該等影評先。,0
有些場面設計不錯，但銜接超怪。,0
整體節奏斷斷續續，看得人心浮氣躁。,0
角色都回來了，可是味道不見了。,0
我甚至懷疑導演是不是太懷舊。,0
感覺像在看特別篇，而不是新電影。,0
最後那段收尾真的太硬了。,0
原本期待滿滿，結果變「滿滿問號」。,0
旁邊觀眾都在滑手機我也理解。,0
有些地方帥，有些地方讓我想笑。,0
這部片不是爛，只是沒靈魂。,0
真的下次要等影評，我不想再當勇者了🥲,0
我原本就有心理準備，但沒想到真的這麼崩。,0
看完那一刻真的心碎到想當場離席。,0
不是演員不好，是整個劇情太不對了。,0
作為原作黨，我真的痛到說不出話。,0
哭不是因為感動，是因為失望到極限。,0
明明可以超神的題材，卻拍成這樣。,0
我真的有努力想喜歡，但做不到。,0
演員真的盡力了，是劇本在拖後腿。,0
整個改得亂七八糟，完全不尊重原作。,0
我當下眼淚真的止不住，心裡只剩「為什麼」。,0
這不是我認識的角色，也不是我愛的故事。,0
氣到哭，真的第一次為電影難過成這樣。,0
導演好像完全沒看過原作，只知道角色名。,0
不是粉絲濾鏡太厚，是這部真的歪太大。,0
期待太多反而被狠狠打臉。,0
那種心寒感真的難以形容。,0
演員演技都很好，可是劇情讓人無力。,0
改編失敗不是罪，但這次真的過頭了。,0
明明是熟悉的名字，卻完全陌生的靈魂。,0
我在電影院哭得像失戀，因為這不是我的故事。,0
看到最後只剩茫然，一點感動都沒有。,0
那種被辜負的感覺比難看更痛。,0
我真的想原諒，但導演根本沒給我機會。,0
整個故事被改到面目全非。,0
每一幕都在提醒我：這不是原作。,0
演員努力詮釋，卻被劇情害慘。,0
那份熱愛被打回原形，只剩空洞。,0
原作的靈魂不見了，只剩商業包裝。,0
我原本想支持到底，但真的看不下去。,0
電影一結束我直接沉默，心都碎了。,0
這不是改編，是誤會。,0
完全沒有新東西，連笑點都像舊梗回收桶。,0
美術不錯，音樂也順，但創意真的完全Ctrl+C + Ctrl+V。,0
角色的情感設計都像模板套出來的，毫無驚喜。,0
有種「安全到無聊」的感覺，像是Pixar-lite。,0
《荒野機器人》真的像《飛鴨向前衝》重開機版，只是把羽毛換成金屬外殼。,0
整個劇情節奏、親情線、甚至轉折都一模一樣。,0
我看到一半都懷疑是不是誤入續集現場。,0
導演是不是想說：「我們換個貼紙就行了，沒人會發現！」,0
這部片真的是爛到有創意的程度。,0
支線那一家四口煩到我想幫他們寫退場劇本。,0
恐龍長得像異形兼水蛭混種，我快笑死。,0
整場都在講內心戲，結果我只想喊：「給我血跟尖叫啊！」,0
說是恐龍片，結果恐龍上班時間比我還短。,0
主線沒力，支線沒完，觀眾沒耐心。,0
那一家人出現我就想快轉。,0
恐龍帥不到三秒，劇情尷尬三十分鐘。,0
我看的是恐龍片還是親子關係輔導片？,0
整場都在吵架，恐龍都懶得理他們。,0
導演是不是忘記這片主角是恐龍。,0
恐龍沒吃人，我差點吃手指。,0
那造型太醜，我懷疑美術組在報復社會。,0
節奏比滅絕還慢，完全不恐怖。,0
內心戲多到我都想報名心理諮商。,0
我想看恐龍暴走，不想看人類互相情勒。,0
說是動作片，結果全靠嘴砲推進劇情。,0
那家人講的每一句話都像bug。,0
恐龍開場五分鐘後就變背景板。,0
劇情亂到我懷疑自己是不是誤進家庭倫理劇。,0
明明題材超爽，結果拍成無聊長片。,0
唯一的驚嚇是我發現還沒演完。,0
恐龍戲份太少，內心戲太多，整體太爛。,0
那家人真的比恐龍還恐怖。,0
全片最緊張的時刻是我看剩幾分鐘。,0
連恐龍都演出放棄人生的眼神。,0
我想看暴龍咬人，結果看了一場親情和解。,0
導演應該被恐龍吃掉才能拍出恐懼感。,0
恐龍這造型真的該被滅絕兩次。,0
拜託下次拍恐龍片就讓恐龍當主角，不要再塞內心戲了。,0
整部片像預告片延長版，亮點全放在宣傳裡了。,0
恐龍畫面少得可憐，還沒看到我就開始懷念舊作。,0
劇情平淡到像坐雲霄飛車結果沒啟動。,0
明明是恐龍題材卻一點張力都沒有，太浪費了。,0
看完我只想重刷經典，至少以前的恐龍還會咬人。,0
這次的恐龍根本像臨演，出來露個臉就下班。,0
整體氛圍也怪，少了那種壓迫感。,0
打光、配樂、節奏全沒燃點，完全無感。,0
老實說，我連爆米花都比電影精彩。,0
想懷舊但又拍不好新東西，只剩尷尬。,0
導演是不是怕恐龍太紅搶戲？整場都在避開牠。,0
我真的衝首映是錯誤決定，應該回家看以前的藍光。,0
以前的電影至少有靈魂，現在只有模板。,0
恐龍片不讓恐龍當主角，那我來幹嘛？,0
情節一點都不緊張，我手機都不想放下。,0
說恐龍片結果恐龍只出現在海報上。,0
特效還行，但沒氣勢就全白費。,0
我看完只覺得：「這不是不好看，是根本沒東西看。」,0
真心建議大家，省下票錢去重溫舊作比較爽。,0
真的不推，票錢拿去吃飯都比較開心。,0
建議省錢，這片不值得你的兩小時。,0
看完只想說，Netflix片單還比較精彩。,0
不如在家重刷舊作，至少不會浪費情緒。,0
絕對可以等上串流，沒必要進戲院。,0
這片適合當背景音，別太認真看。,0
劇情太爛，連我手機都比它有戲。,0
特效普普，內容空空，建議略過。,0
如果你想找刺激，這部只會讓你想睡。,0
不推薦，省錢省時間省心情。,0
這片唯一的亮點是片尾字幕。,0
不如去看預告，兩分鐘就懂全部。,0
電影院冷氣不錯，但片不行。,0
真心建議別踩雷，我已經幫你試毒了。,0
這不是電影，是無聊的延長預告。,0
想看的人請三思，我的失望值爆表。,0
連當爽片都不爽，節奏慢到誇張。,0
有錢沒地方花的話再考慮。,0
劇情像AI生成，毫無靈魂。,0
建議等上架免費平台再看。,0
不誇張，比我滑手機還無趣。,0
導演欠觀眾一張票錢和一個道歉。,0
這片真的適合拿來催眠。,0
想睡覺又怕太吵？這部剛好。,0
不是雷，是整片都停電的那種。,0
票價不如拿去買飲料比較快樂。,0
看完我只確定一件事：我太閒了。,0
一星都嫌多，建議直接略過。,0
沒爆點沒驚喜沒靈魂，純粹浪費。,0
不管誰推薦的，下次不要再信他了。,0
整部片完全不爽，明明是恐龍片結果我全程在忍耐。,0
劇情爛到像臨時拼湊出來的作業。,0
恐龍假到像塑膠模型在溜滑梯。,0
每一幕都讓我懷疑是不是預算被吃掉了。,0
那打鬥畫面根本小學生玩具廣告等級。,0
我進電影院想看恐龍咬人，結果看恐龍表演木頭功。,0
整體尷尬到連特效師都該請假。,0
節奏慢、劇情扯、恐龍醜，三殺成功。,0
我真的以為會爽爆，結果冷到結冰。,0
那恐龍跑起來像機器人學步。,0
看完只想對導演說：這叫爽片？爽在哪？,0
劇情漏洞比恐龍牙縫還大。,0
我笑不出來，氣都氣笑了。,0
特效假得像PPT轉場動畫。,0
角色亂七八糟，恐龍都懶得吃他們。,0
整部片的重點就是「假」，假到出戲。,0
這部片唯一的恐怖就是票價。,0
恐龍要是看到自己被拍成這樣應該會滅絕第二次。,0
打戲像在慢動作放錯倍速。,0
我看完只剩下一句：這部片真是侮辱恐龍。,0
連音效都廉價得要命，完全沒震撼感。,0
導演是不是忘了爽片的定義。,0
整場戲毫無張力，像泡在冷水裡的爆米花。,0
恐龍出場那一刻我笑了，不是開心，是無語。,0
這片不是爛片，是暴擊級的失望。,0
演員努力救場，但劇情比流沙還可怕。,0
恐龍比動畫版還假，拜託回去練練。,0
說是爽片根本詐騙，痛苦體驗無誤。,0
我真的懷疑這是恐龍片還是喜劇。,0
劇情跟恐龍一樣假，完全零誠意。,0
這部片應該改名叫《侏羅沒開心》。,0
